
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

//Trader 0
<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
        MSFC_AKM_Kryptek_Wraith,	W,		-1,		300
        MSFC_SVD_Kryptek_Wraith,	W,		-1,		400
        MSFC_UMP_Kryptek_Wraith,	W,		-1,		200
        MSFC_M4A1_Kryptek_Wraith,	W,		-1,		350
        MSFC_AKM_Kryptek_Raid,	W,		-1,		300
        MSFC_SVD_Kryptek_Raid,	W,		-1,		400
        MSFC_UMP_Kryptek_Raid,	W,		-1,		200
        MSFC_M4A1_Kryptek_Raid,	W,		-1,		350
        MSFC_AK74_WHITE,	W,		-1,		200
        MSFC_AK74_ATACS_AU,	W,		-1,		200
        MSFC_AK74_ATACS_FG,	W,		-1,		200
        MSFC_AK74_BLUE,	W,		-1,		200
        MSFC_AK74_EMR,	W,		-1,		200
        MSFC_AK74_Flecktarn,	W,		-1,		200
        MSFC_AK74_HEX,	W,		-1,		200
        MSFC_AK74_MARPAT_WD,	W,		-1,		200
        MSFC_AK74_MULTICAM,	W,		-1,		200
        MSFC_AK74_MULTICAM_BLACK,	W,		-1,		200
        MSFC_AK74_MULTICAM_TROPIC,	W,		-1,		200
        MSFC_AK74_SNAKE,	W,		-1,		200
        MSFC_AK74_SNAKE_GREEN,	W,		-1,		200
        MSFC_AK74_SURPAT,	W,		-1,		200
        MSFC_AK74_VIPER_WESTERN,	W,		-1,		200
        MSFC_AK74_Woodland,	W,		-1,		200
        MSFC_AK74_SURPAT_TAN,	W,		-1,		200
        MSFC_AK74_ORANGE,	W,		-1,		200
        MSFC_AK74_RED,	W,		-1,		200
        MSFC_AK74_DARK,	W,		-1,		200
        MSFC_AK74_MATRIX,	W,		-1,		200
        MSFC_AK74_REDBLACKWHITE,	W,		-1,		200
        MSFC_AK74_Honeycomb,	W,		-1,		200
        MSFC_AK74_STAR,	W,		-1,		200
        MSFC_AK101_WHITE,	W,		-1,		250
        MSFC_AK101_ATACS_AU,	W,		-1,		250
        MSFC_AK101_ATACS_FG,	W,		-1,		250
        MSFC_AK101_BLUE,	W,		-1,		250
        MSFC_AK101_EMR,	W,		-1,		250
        MSFC_AK101_Flecktarn,	W,		-1,		250
        MSFC_AK101_HEX,	W,		-1,		250
        MSFC_AK101_MARPAT_WD,	W,		-1,		250
        MSFC_AK101_MULTICAM,	W,		-1,		250
        MSFC_AK101_MULTICAM_BLACK,	W,		-1,		250
        MSFC_AK101_MULTICAM_TROPIC,	W,		-1,		250
        MSFC_AK101_SNAKE,	W,		-1,		250
        MSFC_AK101_SNAKE_GREEN,	W,		-1,		250
        MSFC_AK101_SURPAT,	W,		-1,		250
        MSFC_AK101_VIPER_WESTERN,	W,		-1,		250
        MSFC_AK101_Woodland,	W,		-1,		250
        MSFC_AK101_SURPAT_TAN,	W,		-1,		250
        MSFC_AK101_ORANGE,	W,		-1,		250
        MSFC_AK101_RED,	W,		-1,		250
        MSFC_AK101_DARK,	W,		-1,		250
        MSFC_AK101_MATRIX,	W,		-1,		250
        MSFC_AK101_REDBLACKWHITE,	W,		-1,		250
        MSFC_AK101_Honeycomb,	W,		-1,		250
        MSFC_AK101_STAR,	W,		-1,		250

	//<Category> Light Machine Guns
		
	<Category> Sniper Rifles
		VSS,					W,		-1, 400
		B95,					W,		-1, 350
		SVD,					W,		-1, 400
										
	<Category> Grenades                 
		RGD5Grenade,			1,		-1, 100
		M67Grenade,				1,		-1, 100
		M18SmokeGrenade_Red,	1,		-1, 100
		M18SmokeGrenade_Green,	1,		-1, 100
		M18SmokeGrenade_Yellow,	1,		-1, 100
		M18SmokeGrenade_Purple,	1,		-1, 100
		M18SmokeGrenade_White,	1,		-1, 100
		RDG2SmokeGrenade_Black,	1,		-1, 100
		RDG2SmokeGrenade_White,	1,		-1, 100
		FlashGrenade,			1,		-1, 100
		
	 <Catergory> Expansion Weapons
	
		Expansion_M9,           W,		500,	250
        Expansion_G36,          W,		-1,	350
        Expansion_M16,          W,		-1,	350
        Expansion_M1A,          W,		-1,	350							
        Expansion_DT11,         W,		600,	250
        Expansion_BenellieM4,   W,		700,	250
        Expansion_MPX,          W,		700,	250
        Expansion_MP5,          W,		700,	250
        Expansion_MP7,          W,		800,	250
        Expansion_Kedr,         W,		600,	250
							
		
	<Category> ToxicZoneNBC
		ToxicM18SmokeGrenade_Green,	*,		-1,		500
		ToxicM18SmokeGrenade_Red,	*,		-1,		500
		ToxicM18SmokeGrenade_Green,	*,		-1,		500
		ToxicM18SmokeGrenade_Purple,	*,		-1,		500
		ToxicM18SmokeGrenade_Yellow,	*,		-1,		500
		ToxicM18SmokeGrenade_White,	*,		-1,		500

// Trader 9		

<Trader> Weapon Supplies
	<Category> Ammunition
		Ammo_380,				1,		1,		-1
		Ammo_9x19,				1,		1,		-1
		Ammo_22,				1,		1,		-1
		Ammo_45ACP,				1,		1,		-1
		Ammo_12gaPellets,		1,		3,		1
		Ammo_12gaSlug,			1,		4,		2
		Ammo_9x39,				1,		-1,		2
		Ammo_9x39AP,			1,		-1,		3
		Ammo_308Win,			1,		5,		3
		Ammo_545x39,			1,		-1,		3
		Ammo_556x45,			1,		-1,		3
		Ammo_762x39,			1,		-1,		3
		Ammo_762x54,			1,		10,		6		
		Ammo_556x45Tracer,		1,		-1,		5
		Ammo_545x39Tracer,		1,		-1,		5
		Ammo_308WinTracer,		1,		10,		5
		Ammo_762x39Tracer,		1,		-1,		5
		Ammo_762x54Tracer,		1,		20,		12		
		// When changing Prices here keep in Mind that Players
		// can just unpack the Ammoboxes and sell the Ammo seperatly!
		// Originally the Ammoboxes buying Price is 20% less than
		// buying single Ammo. The Selling Price is the same as
		// selling the Ammo seperately.
		AmmoBox_380_35rnd,		*,		28,		-1
		AmmoBox_9x19_25rnd,		*,		20,		-1
		AmmoBox_45ACP_25rnd,	*,		20,		-1
		AmmoBox_22_50Rnd,		*,		60,		20
		AmmoBox_00buck_10rnd,	*,		24,		10
		AmmoBox_12gaSlug_10Rnd,	*,		32,		20
		AmmoBox_9x39_20Rnd,		*,		-1,		20
		AmmoBox_9x39AP_20Rnd,	*,		-1,		60
		AmmoBox_308Win_20Rnd,	*,		80,		60
		AmmoBox_545x39_20Rnd,	*,		-1,		60
		AmmoBox_556x45_20Rnd,	*,		-1,		60
		AmmoBox_762x39_20Rnd,	*,		-1,		60
		AmmoBox_762x54_20Rnd,	*,		200,	120		
		AmmoBox_308WinTracer_20Rnd,		*,		160,	80
		AmmoBox_545x39Tracer_20Rnd,		*,		160, 	80
		AmmoBox_556x45Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x39Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x54Tracer_20Rnd,		*,		400,	200
		
	<Category> Magazines
		Mag_IJ70_8Rnd,			M,		30,		15
		Mag_CZ75_15Rnd,			M,		40,		20
		Mag_Glock_15Rnd,		M,		40,		20
		Mag_MKII_10Rnd,			M,		40,		20
		Mag_1911_7Rnd,			M,		40,		20
		Mag_FNX45_15Rnd,		M,		40,		20
		Mag_CZ527_5rnd,			M,		60,		30
		Mag_CZ61_20Rnd,			M,		100,	50
		Mag_UMP_25Rnd,			M,		150,	75
		Mag_MP5_30Rnd,			M,		200,	100
		Mag_FAL_20Rnd,			M,		-1,	50
		Mag_Saiga_5Rnd,			M,		-1,	50
		Mag_Saiga_8Rnd,			M,		-1,	60
		Mag_Saiga_Drum20Rnd,	M,		-1,	110
		Mag_AKM_30Rnd,			M,		-1,	110
		Mag_AKM_Palm30Rnd,		M,		-1,	110
		Mag_AKM_Drum75Rnd,		M,		-1,	220
		Mag_AK101_30Rnd,		M,		-1,	110
		Mag_AK74_30Rnd,			M,		-1,	110
		Mag_STANAG_30Rnd,		M,		-1,	110
		Mag_STANAGCoupled_30Rnd,M,		-1,	220
		Mag_CMAG_10Rnd,			M,		-1,	60
		Mag_CMAG_20Rnd,			M,		-1,	80
		Mag_CMAG_30Rnd,			M,		-1,	110
		Mag_CMAG_40Rnd,			M,		-1,	150
		Mag_VSS_10Rnd,			M,		-1,	110
		Mag_SVD_10Rnd,			M,		-1,	125
		Mag_308WinSnaploader_2Rnd,		M,		250,	125
		
	<Category> Handguards
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		-1,	75
		AK_WoodHndgrd,			*,		-1,	100
		AK_RailHndgrd,			*,		-1,	100
		AK_PlasticHndgrd,		*,		-1,	100
		M4_PlasticHndgrd,		*,		-1,	75
		M4_RISHndgrd,			*,		-1,	100
		M4_MPHndgrd,			*,		-1,	100

	<Category> Buttstocks
		MP5k_StockBttstck,		*,		100,	50
		Fal_OeBttstck,			*,		-1,	50
		Fal_FoldingBttstck,		*,		-1,	75
		Saiga_Bttstck,			*,		-1,	75
		AKS74U_Bttstck,			*,		-1,	75
		AK74_WoodBttstck,		*,		-1,	75
		AK_PlasticBttstck,		*,		-1,	50
		AK_WoodBttstck,			*,		-1,	75
		AK_FoldingBttstck,		*,		-1,	125
		M4_OEBttstck,			*,		-1,	75
		M4_CQBBttstck,			*,		-1,	75
		M4_MPBttstck,			*,		-1,	75
	
	<Category> Optics
		M4_CarryHandleOptic,	*,		-1,	60
		BUISOptic,				*,		-1,	60
		FNP45_MRDSOptic,		*,		-1,	100
		ACOGOptic,				*,		-1,	120
		M68Optic,				*,		-1,	200
		M4_T3NRDSOptic,			*,		-1,	200
		KobraOptic,				*,		-1,	250
		KashtanOptic,			*,		-1,	300
		PUScopeOptic,			*,		-1,	500
		HuntingOptic,			*,		-1,	550
		PSO1Optic,				*,		-1,	600	
		PSO11Optic,				*,		-1,	700
		KazuarOptic,			*,		-1,	750
	    MosinLRS,               *,		-1,	750
		 
	<Category> Supressors
		PistolSuppressor,		*,		-1,	75
		AK_Suppressor,			*,		-1,	125
		M4_Suppressor,			*,		-1,	125
		
	<Category> Compensators
		Mosin_Compensator,		*,		-1,	75
		MP5_Compensator,		*,		200,	100

	<Category> Bayonets
		Mosin_Bayonet,			*,		-1,	60
		M9A1_Bayonet,			*,		-1,	75
		AK_Bayonet,				*,		-1,	75
		SKS_Bayonet,			*,		-1,	60
		
	<Category> Flashlights
		Universallight,			*,		120,	60

	<Category> SQUAD MSF-C Weapon Attachments
        MSFC_DHG_Suppressor,	*,		-1,		250
        MSFC_PBS4_Suppressor,	*,		-1,		250
        MSFC_SWR_PistolSuppressor,	*,		-1,		250
        MSFC_OSV_Optic,	*,		2000,		-1
        MSFC_BarretOptic,	*,		2000,		-1
        MSFC_AK_Zenitco_Handguard,	*,		-1,		250
        MSFC_AK_Tactical_Buttstck,	*,		-1,		250
		MSFC_AK_PlasticButtstock_WHITE,	*,		-1,		250
		MSFC_AK_PlasticButtstock_ATACS_AU,	*,		-1,		250
		MSFC_AK_PlasticButtstock_ATACS_FG,	*,		-1,		250
		MSFC_AK_PlasticButtstock_BLUE,	*,		-1,		250
		MSFC_AK_PlasticButtstock_EMR,	*,		-1,		250
		MSFC_AK_PlasticButtstock_Flecktarn,	*,		-1,		250
		MSFC_AK_PlasticButtstock_HEX,	*,		-1,		250
		MSFC_AK_PlasticButtstock_MARPAT_WD,	*,		-1,		250
		MSFC_AK_PlasticButtstock_MULTICAM,	*,		-1,		250
		MSFC_AK_PlasticButtstock_MULTICAM_BLACK,	*,		-1,		250
		MSFC_AK_PlasticButtstock_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_AK_PlasticButtstock_SNAKE,	*,		-1,		250
		MSFC_AK_PlasticButtstock_SNAKE_GREEN,	*,		-1,		250
		MSFC_AK_PlasticButtstock_SURPAT,	*,		-1,		250
		MSFC_AK_PlasticButtstock_VIPER_WESTERN,	*,		-1,		250
		MSFC_AK_PlasticButtstock_Woodland,	*,		-1,		250
		MSFC_AK_PlasticButtstock_SURPAT_TAN,	*,		-1,		250
		MSFC_AK_PlasticButtstock_ORANGE,	*,		-1,		250
		MSFC_AK_PlasticButtstock_RED,	*,		-1,		250
		MSFC_AK_PlasticButtstock_DARK,	*,		-1,		250
		MSFC_AK_PlasticButtstock_MATRIX,	*,		-1,		250
		MSFC_AK_PlasticButtstock_REDBLACKWHITE,	*,		-1,		250
		MSFC_AK_PlasticButtstock_Honeycomb,	*,		-1,		250
		MSFC_AK_PlasticButtstock_STAR,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_WHITE,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_ATACS_AU,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_ATACS_FG,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_BLUE,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_EMR,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_Flecktarn,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_HEX,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_MARPAT_WD,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_MULTICAM,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_BLACK,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_SNAKE,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_SNAKE_GREEN,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_SURPAT,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_VIPER_WESTERN,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_Woodland,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_SURPAT_TAN,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_ORANGE,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_RED,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_DARK,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_MATRIX,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_REDBLACKWHITE,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_Honeycomb,	*,		-1,		250
		MSFC_AK_PlasticHndgrd_STAR,	*,		-1,		250
		MSFC_AK_RailHndgrd_WHITE,	*,		-1,		250
		MSFC_AK_RailHndgrd_ATACS_AU,	*,		-1,		250
		MSFC_AK_RailHndgrd_ATACS_FG,	*,		-1,		250
		MSFC_AK_RailHndgrd_BLUE,	*,		-1,		250
		MSFC_AK_RailHndgrd_EMR,	*,		-1,		250
		MSFC_AK_RailHndgrd_Flecktarn,	*,		-1,		250
		MSFC_AK_RailHndgrd_HEX,	*,		-1,		250
		MSFC_AK_RailHndgrd_MARPAT_WD,	*,		-1,		250
		MSFC_AK_RailHndgrd_MULTICAM,	*,		-1,		250
		MSFC_AK_RailHndgrd_MULTICAM_BLACK,	*,		-1,		250
		MSFC_AK_RailHndgrd_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_AK_RailHndgrd_SNAKE,	*,		-1,		250
		MSFC_AK_RailHndgrd_SNAKE_GREEN,	*,		-1,		250
		MSFC_AK_RailHndgrd_SURPAT,	*,		-1,		250
		MSFC_AK_RailHndgrd_VIPER_WESTERN,	*,		-1,		250
		MSFC_AK_RailHndgrd_Woodland,	*,		-1,		250
		MSFC_AK_RailHndgrd_SURPAT_TAN,	*,		-1,		250
		MSFC_AK_RailHndgrd_ORANGE,	*,		-1,		250
		MSFC_AK_RailHndgrd_RED,	*,		-1,		250
		MSFC_AK_RailHndgrd_DARK,	*,		-1,		250
		MSFC_AK_RailHndgrd_MATRIX,	*,		-1,		250
		MSFC_AK_RailHndgrd_REDBLACKWHITE,	*,		-1,		250
		MSFC_AK_RailHndgrd_Honeycomb,	*,		-1,		250
		MSFC_AK_RailHndgrd_STAR,	*,		-1,		250
		MSFC_M4_OEBttstck_WHITE,	*,		-1,		250
		MSFC_M4_OEBttstck_ATACS_AU,	*,		-1,		250
		MSFC_M4_OEBttstck_ATACS_FG,	*,		-1,		250
		MSFC_M4_OEBttstck_BLUE,	*,		-1,		250
		MSFC_M4_OEBttstck_EMR,	*,		-1,		250
		MSFC_M4_OEBttstck_Flecktarn,	*,		-1,		250
		MSFC_M4_OEBttstck_HEX,	*,		-1,		250
		MSFC_M4_OEBttstck_MARPAT_WD,	*,		-1,		250
		MSFC_M4_OEBttstck_MULTICAM,	*,		-1,		250
		MSFC_M4_OEBttstck_MULTICAM_BLACK,	*,		-1,		250
		MSFC_M4_OEBttstck_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_M4_OEBttstck_SNAKE,	*,		-1,		250
		MSFC_M4_OEBttstck_SNAKE_GREEN,	*,		-1,		250
		MSFC_M4_OEBttstck_SURPAT,	*,		-1,		250
		MSFC_M4_OEBttstck_VIPER_WESTERN,	*,		-1,		250
		MSFC_M4_OEBttstck_Woodland,	*,		-1,		250
		MSFC_M4_OEBttstck_SURPAT_TAN,	*,		-1,		250
		MSFC_M4_OEBttstck_ORANGE,	*,		-1,		250
		MSFC_M4_OEBttstck_RED,	*,		-1,		250
		MSFC_M4_OEBttstck_DARK,	*,		-1,		250
		MSFC_M4_OEBttstck_MATRIX,	*,		-1,		250
		MSFC_M4_OEBttstck_REDBLACKWHITE,	*,		-1,		250
		MSFC_M4_OEBttstck_Honeycomb,	*,		-1,		250
		MSFC_M4_OEBttstck_STAR,	*,		-1,		250
		MSFC_M4_RISHndgrd_WHITE,	*,		-1,		250
		MSFC_M4_RISHndgrd_ATACS_AU,	*,		-1,		250
		MSFC_M4_RISHndgrd_ATACS_FG,	*,		-1,		250
		MSFC_M4_RISHndgrd_BLUE,	*,		-1,		250
		MSFC_M4_RISHndgrd_EMR,	*,		-1,		250
		MSFC_M4_RISHndgrd_Flecktarn,	*,		-1,		250
		MSFC_M4_RISHndgrd_HEX,	*,		-1,		250
		MSFC_M4_RISHndgrd_MARPAT_WD,	*,		-1,		250
		MSFC_M4_RISHndgrd_MULTICAM,	*,		-1,		250
		MSFC_M4_RISHndgrd_MULTICAM_BLACK,	*,		-1,		250
		MSFC_M4_RISHndgrd_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_M4_RISHndgrd_SNAKE,	*,		-1,		250
		MSFC_M4_RISHndgrd_SNAKE_GREEN,	*,		-1,		250
		MSFC_M4_RISHndgrd_SURPAT,	*,		-1,		250
		MSFC_M4_RISHndgrd_VIPER_WESTERN,	*,		-1,		250
		MSFC_M4_RISHndgrd_Woodland,	*,		-1,		250
		MSFC_M4_RISHndgrd_SURPAT_TAN,	*,		-1,		250
		MSFC_M4_RISHndgrd_ORANGE,	*,		-1,		250
		MSFC_M4_RISHndgrd_RED,	*,		-1,		250
		MSFC_M4_RISHndgrd_DARK,	*,		-1,		250
		MSFC_M4_RISHndgrd_MATRIX,	*,		-1,		250
		MSFC_M4_RISHndgrd_REDBLACKWHITE,	*,		-1,		250
		MSFC_M4_RISHndgrd_Honeycomb,	*,		-1,		250
		MSFC_M4_RISHndgrd_STAR,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_WHITE,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_ATACS_AU,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_ATACS_FG,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_BLUE,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_EMR,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_Flecktarn,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_HEX,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_MARPAT_WD,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_MULTICAM,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_MULTICAM_BLACK,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_MULTICAM_TROPIC,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_SNAKE,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_SNAKE_GREEN,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_SURPAT,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_VIPER_WESTERN,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_Woodland,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_SURPAT_TAN,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_ORANGE,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_RED,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_DARK,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_MATRIX,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_REDBLACKWHITE,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_Honeycomb,	*,		-1,		250
		MSFC_M4_PlasticHndgrd_STAR,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Banshee,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Banshee,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Banshee,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Banshee,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Raid,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Raid,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Raid,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Raid,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Wraith,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Wraith,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Wraith,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Wraith,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Mandrake,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Mandrake,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Mandrake,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Mandrake,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Typhon,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Typhon,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Typhon,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Typhon,	*,		-1,		250
        MSFC_AK_PlasticButtstock_Kryptek_Neptune,	*,		-1,		250
        MSFC_AK_RailHndgrd_Kryptek_Neptune,	*,		-1,		250
        MSFC_M4_OEBttstck_Kryptek_Neptune,	*,		-1,		250
        MSFC_M4_RISHndgrd_Kryptek_Neptune,	*,		-1,		250	

        	<Category> SQUAD MSF-C Weapon Magazines
       	MSFC_OSV96_5rnd_Mag,	*,		-1,		250
       	MSFC_Ammo_127x108,	*,		-1,		250
       	MSFC_PP19_Vityaz_Mag_30Rnd,	*,		-1,		250
       	MSFC_L96A1_5_Rnd_Mag,	*,		-1,		250
       	MSFC_Barret_10rnd_Mag,	*,		-1,		250
       	MSFC_Ammo_50BMG,	*,		100,		40
       	MSFC_AR15_9mm_mag,	*,		-1,		250
       	MSFC_P250_Mag_15Rnd,	*,		-1,		250
        MSFC_ORSIS_T-10_10_Rnd_Mag,	*,		-1,		250
        MSFC_DRUM762_Mag_75Rnd,	*,		-1,		250
        MSFC_RPK74_Mag_45Rnd,	*,		-1,		250	
        MSFC_STANAG556_Mag_30Rnd,	*,		-1,		250
        MSFC_PMAG556_Mag_30Rnd,	*,		-1,		250
		MSFC_PMAG762_Mag_30Rnd,	*,		-1,		250
		MSFC_SCAR17_Mag_20Rnd,	*,		-1,		125
		MSFC_RPK_Mag_45Rnd,	*,		-1,		125
		MSFC_Tigr308_10_Rnd,	*,		-1,		125
		MSFC_PMAG556_Mag_30Rnd_Green,	*,		-1,		125
		MSFC_PMAG556_Mag_30Rnd_Desert,	*,		-1,		125
		MSFC_PMAG762_Mag_30Rnd_Green,	*,		-1,		125
		MSFC_PMAG762_Mag_30Rnd_Desert,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_WHITE,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_ATACS_AU,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_ATACS_FG,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_BLUE,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_EMR,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_Flecktarn,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_HEX,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_MARPAT_WD,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM_BLACK,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_MULTICAM_TROPIC,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_SNAKE,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_SNAKE_GREEN,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_SURPAT,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_VIPER_WESTERN,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_Woodland,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_SURPAT_TAN,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_ORANGE,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_RED,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_DARK,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_MATRIX,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_REDBLACKWHITE,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_Honeycomb,	*,		-1,		125
		//MSFC_Mag_AKM_Palm30Rnd_STAR,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_WHITE,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_ATACS_AU,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_ATACS_FG,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_BLUE,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_EMR,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_Flecktarn,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_HEX,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_MARPAT_WD,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_MULTICAM,	*,		-1,		125
		//MSFC_Mag_AK74_30Rnd_MULTICAM_BLACK,	*,		-1,		125
